"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CA110357","CA114720","CA139575","CA140404","CA140705","CA140717"
"group_2366","yidC","Membrane protein insertase YidC","2","2","1","1","1284","197","9","","1592","1592","1592","","CCHHBCMG_00706","","NFMMKAFD_01765","",""
"group_2367","","hypothetical protein","2","2","1","1","1285","197","10","","818","818","818","","CCHHBCMG_00707","","NFMMKAFD_01766","",""
"group_2368","mnmE","tRNA modification GTPase MnmE","2","2","1","1","1286","197","11","","1328","1328","1328","","CCHHBCMG_00708","","NFMMKAFD_01767","",""
"group_2369","purL","Phosphoribosylformylglycinamidine synthase subunit PurL","2","2","1","1","1287","197","12","","2186","2186","2186","","CCHHBCMG_00709","","NFMMKAFD_01768","",""
"djlA","","Co-chaperone protein DjlA","2","2","1","1","1288","197","13","","770","770","770","","CCHHBCMG_00710","","NFMMKAFD_01769","",""
"group_2372","fieF","Ferrous-iron efflux pump FieF","2","2","1","1","1296","197","20","","887","887","887","","CCHHBCMG_00715","","NFMMKAFD_01776","",""
"group_2373","","N-carbamoyl-D-amino acid hydrolase","2","2","1","1","1297","197","21","","872","872","872","","CCHHBCMG_00716","","NFMMKAFD_01777","",""
"group_2374","","hypothetical protein","2","2","1","1","1298","197","22","","1346","1346","1346","","CCHHBCMG_00717","","NFMMKAFD_01778","",""
"group_2375","recD2","ATP-dependent RecD-like DNA helicase","2","2","1","1","1299","197","23","","1343","1343","1343","","CCHHBCMG_00718","","NFMMKAFD_01779","",""
"group_2376","","hypothetical protein","2","2","1","1","1300","197","24","","734","734","734","","CCHHBCMG_00719","","NFMMKAFD_01780","",""
"group_2377","lolA","Outer-membrane lipoprotein carrier protein","2","2","1","1","1301","197","25","","509","509","509","","CCHHBCMG_00720","","NFMMKAFD_01781","",""
"group_2378","secA","Protein translocase subunit SecA","2","2","1","1","1302","197","26","","2588","2588","2588","","CCHHBCMG_00721","","NFMMKAFD_01782","",""
"lolC","","Lipoprotein-releasing system transmembrane protein LolC","2","2","1","1","1303","197","27","","1205","1205","1205","","CCHHBCMG_00722","","NFMMKAFD_01783","",""
"group_2380","","hypothetical protein","2","2","1","1","1304","197","28","","785","785","785","","CCHHBCMG_00723","","NFMMKAFD_01784","",""
"group_2381","","hypothetical protein","2","2","1","1","1305","197","29","","380","380","380","","CCHHBCMG_00732","","NFMMKAFD_00915","",""
"group_2382","aas","Bifunctional protein Aas","2","2","1","1","1306","197","30","","3512","3512","3512","","CCHHBCMG_00733","","NFMMKAFD_00916","",""
"group_2383","","hypothetical protein","2","2","1","1","1307","197","31","","911","911","911","","CCHHBCMG_00734","","NFMMKAFD_00917","",""
"group_2384","atpH","ATP synthase subunit c","2","2","1","1","1308","197","32","","338","338","338","","CCHHBCMG_00736","","NFMMKAFD_00919","",""
"group_2385","","hypothetical protein","2","2","1","1","1309","197","33","","1334","1334","1334","","CCHHBCMG_00737","","NFMMKAFD_00920","",""
"group_2386","","hypothetical protein","2","2","1","1","1310","197","34","","1340","1340","1340","","CCHHBCMG_00738","","NFMMKAFD_00921","",""
"group_2387","oadA","Oxaloacetate decarboxylase alpha chain","2","2","1","1","1311","197","35","","1799","1799","1799","","CCHHBCMG_00739","","NFMMKAFD_00922","",""
"group_2388","pckA","Phosphoenolpyruvate carboxykinase (ATP)","2","2","1","1","1312","197","36","","1574","1574","1574","","CCHHBCMG_00740","","NFMMKAFD_00923","",""
"group_2389","argH","Argininosuccinate lyase","2","2","1","1","1313","197","5","","1382","1382","1382","","CCHHBCMG_00741","","NFMMKAFD_00924","",""
"group_2390","ychF","Ribosome-binding ATPase YchF","2","2","1","1","1314","197","4","","1103","1103","1103","","CCHHBCMG_00742","","NFMMKAFD_00925","",""
"group_2391","pepA","Cytosol aminopeptidase","2","2","1","1","1315","197","3","","1451","1451","1451","","CCHHBCMG_00743","","NFMMKAFD_00926","",""
"yohD_2","","Inner membrane protein YohD","2","2","1","1","1316","197","2","","596","596","596","","CCHHBCMG_00744","","NFMMKAFD_00927","",""
"apt_1","","Adenine phosphoribosyltransferase","2","2","1","1","1317","197","1","","548","548","548","","CCHHBCMG_00745","","NFMMKAFD_00928","",""
"ywlF","","Putative sugar phosphate isomerase YwlF","2","2","1","1","1155","289","1","","437","437","437","","CCHHBCMG_00747","","NFMMKAFD_00930","",""
"group_2395","cheB","Protein-glutamate methylesterase/protein-glutamine glutaminase","2","2","1","1","1154","289","2","","554","554","554","","CCHHBCMG_00748","","NFMMKAFD_00931","",""
"group_2396","cheR","Chemotaxis protein methyltransferase","2","2","1","1","1153","289","3","","788","788","788","","CCHHBCMG_00749","","NFMMKAFD_00932","",""
"group_2397","peb1A","Major cell-binding factor","2","2","1","1","1149","284","3","","779","779","779","","CCHHBCMG_00751","","NFMMKAFD_00934","",""
"group_2398","glnM","putative glutamine ABC transporter permease protein GlnM","2","2","1","1","1148","284","2","","752","752","752","","CCHHBCMG_00752","","NFMMKAFD_00935","",""
"gltK","","Glutamate/aspartate import permease protein GltK","2","2","1","1","1147","284","1","","659","659","659","","CCHHBCMG_00753","","NFMMKAFD_00936","",""
"group_24","","hypothetical protein","2","2","1","9","10","228","12","","449","968","708","","CCHHBCMG_01706","","NFMMKAFD_01880","",""
"group_2400","cstA","Peptide transporter CstA","2","2","1","1","1145","278","1","","2111","2111","2111","","CCHHBCMG_00755","","NFMMKAFD_00938","",""
"group_2401","","hypothetical protein","2","2","1","1","1144","278","2","","197","197","197","","CCHHBCMG_00756","","NFMMKAFD_00939","",""
"group_2402","","putative acyl-CoA thioester hydrolase","2","2","1","1","1143","278","3","","413","413","413","","CCHHBCMG_00757","","NFMMKAFD_00940","",""
"group_2403","","hypothetical protein","2","2","1","1","1142","278","4","","1832","1832","1832","","CCHHBCMG_00758","","NFMMKAFD_00941","",""
"group_2404","","hypothetical protein","2","2","1","1","1132","200","6","","452","452","452","","CCHHBCMG_00762","","NFMMKAFD_00945","",""
"group_2405","","hypothetical protein","2","2","1","1","1131","200","7","","419","419","419","","CCHHBCMG_00763","","NFMMKAFD_00946","",""
"group_2406","","hypothetical protein","2","2","1","1","1130","200","8","","470","470","470","","CCHHBCMG_00764","","NFMMKAFD_00947","",""
"group_2407","","hypothetical protein","2","2","1","1","1129","200","9","","977","977","977","","CCHHBCMG_00765","","NFMMKAFD_00948","",""
"argR","","Alanine racemase","2","2","1","1","1128","200","10","","986","986","986","","CCHHBCMG_00766","","NFMMKAFD_00949","",""
"group_2409","trmL","tRNA (cytidine(34)-2'-O)-methyltransferase","2","2","1","1","1127","200","11","","467","467","467","","CCHHBCMG_00767","","NFMMKAFD_00950","",""
"group_2410","alsT","Amino-acid carrier protein AlsT","2","2","1","1","1126","200","12","","1466","1466","1466","","CCHHBCMG_00768","","NFMMKAFD_00951","",""
"group_2411","glnQ_3","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","1125","200","13","","728","728","728","","CCHHBCMG_00769","","NFMMKAFD_00952","",""
"artQ","","Arginine transport system permease protein ArtQ","2","2","1","1","1124","200","14","","743","743","743","","CCHHBCMG_00770","","NFMMKAFD_00953","",""
"group_2413","","hypothetical protein","2","2","1","1","1123","200","15","","146","146","146","","CCHHBCMG_00771","","NFMMKAFD_00954","",""
"group_2414","yajL","Protein/nucleic acid deglycase 3","2","2","1","1","1122","200","16","","569","569","569","","CCHHBCMG_00772","","NFMMKAFD_00955","",""
"group_2415","","putative HIT-like protein","2","2","1","1","1121","200","17","","365","365","365","","CCHHBCMG_00773","","NFMMKAFD_00956","",""
"group_2416","pheS","Phenylalanine--tRNA ligase alpha subunit","2","2","1","1","1120","200","18","","992","992","992","","CCHHBCMG_00774","","NFMMKAFD_00957","",""
"group_2417","pheT","Phenylalanine--tRNA ligase beta subunit","2","2","1","1","1119","200","19","","2321","2321","2321","","CCHHBCMG_00775","","NFMMKAFD_00958","",""
"group_2418","aroA","3-phosphoshikimate 1-carboxyvinyltransferase","2","2","1","1","1118","200","20","","1286","1286","1286","","CCHHBCMG_00776","","NFMMKAFD_00959","",""
"group_2419","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","2","2","1","1","1117","200","21","","833","833","833","","CCHHBCMG_00777","","NFMMKAFD_00960","",""
"group_2420","rpsA","30S ribosomal protein S1","2","2","1","1","1116","200","22","","1670","1670","1670","","CCHHBCMG_00778","","NFMMKAFD_00961","",""
"group_2421","","hypothetical protein","2","2","1","1","1115","200","23","","488","488","488","","CCHHBCMG_00779","","NFMMKAFD_00962","",""
"group_2422","serA","D-3-phosphoglycerate dehydrogenase","2","2","1","1","1114","200","24","","1583","1583","1583","","CCHHBCMG_00780","","NFMMKAFD_00963","",""
"ompR","","Transcriptional regulatory protein OmpR","2","2","1","1","1113","200","3","","671","671","671","","CCHHBCMG_00781","","NFMMKAFD_00964","",""
"group_2424","uup","ABC transporter ATP-binding protein uup","2","2","1","1","1111","200","1","","1931","1931","1931","","CCHHBCMG_00783","","NFMMKAFD_00966","",""
"group_2426","","3',5'-cyclic-nucleotide phosphodiesterase","2","2","1","1","1082","198","19","","1046","1046","1046","","CCHHBCMG_00791","","NFMMKAFD_00974","",""
"group_2427","","hypothetical protein","2","2","1","1","1081","198","20","","242","242","242","","CCHHBCMG_00792","","NFMMKAFD_00975","",""
"group_2428","","hypothetical protein","2","2","1","1","1080","198","21","","632","632","632","","CCHHBCMG_00793","","NFMMKAFD_00976","",""
"group_2429","","hypothetical protein","2","2","1","1","1079","198","22","","140","140","140","","CCHHBCMG_00794","","NFMMKAFD_00977","",""
"dsbL_1","","Thiol:disulfide interchange protein DsbL","2","2","1","1","1077","198","29","","641","641","641","","CCHHBCMG_00796","","NFMMKAFD_00980","",""
"group_2435","xerH_2","Tyrosine recombinase XerH","2","2","1","1","1071","198","17","","1064","1064","1064","","CCHHBCMG_00802","","NFMMKAFD_00987","",""
"pabA","","Aminodeoxychorismate/anthranilate synthase component 2","2","2","1","1","1069","198","15","","566","566","566","","CCHHBCMG_00804","","NFMMKAFD_00989","",""
"group_2438","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","2","2","1","1","1067","198","12","","1256","1256","1256","","CCHHBCMG_00806","","NFMMKAFD_00991","",""
"group_2440","lepB","Signal peptidase I","2","2","1","1","1065","198","10","","848","848","848","","CCHHBCMG_00808","","NFMMKAFD_00993","",""
"group_2441","folD","Bifunctional protein FolD protein","2","2","1","1","1063","198","9","","848","848","848","","CCHHBCMG_00809","","NFMMKAFD_00994","",""
"group_2442","","hypothetical protein","2","2","1","1","1062","198","8","","332","332","332","","CCHHBCMG_00810","","NFMMKAFD_00995","",""
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase","2","2","1","1","1061","198","7","","1274","1274","1274","","CCHHBCMG_00811","","NFMMKAFD_00996","",""
"group_2444","","hypothetical protein","2","2","1","1","1060","198","6","","329","329","329","","CCHHBCMG_00812","","NFMMKAFD_00997","",""
"group_2445","","hypothetical protein","2","2","1","1","1059","198","5","","503","503","503","","CCHHBCMG_00813","","NFMMKAFD_00998","",""
"group_2446","ycaD","putative MFS-type transporter YcaD","2","2","1","1","1058","198","4","","1160","1160","1160","","CCHHBCMG_00814","","NFMMKAFD_00999","",""
"group_2448","","hypothetical protein","2","2","1","1","1052","199","22","","281","281","281","","CCHHBCMG_00820","","NFMMKAFD_01005","",""
"group_2449","","hypothetical protein","2","2","1","1","1051","199","23","","1625","1625","1625","","CCHHBCMG_00821","","NFMMKAFD_01006","",""
"group_2450","","hypothetical protein","2","2","1","1","1050","199","24","","485","485","485","","CCHHBCMG_00822","","NFMMKAFD_01007","",""
"group_2451","mobB","Molybdopterin-guanine dinucleotide biosynthesis adapter protein","2","2","1","1","1049","199","25","","491","491","491","","CCHHBCMG_00823","","NFMMKAFD_01008","",""
"group_2452","fbp","Fructose-1,6-bisphosphatase class 1","2","2","1","1","1048","199","26","","842","842","842","","CCHHBCMG_00824","","NFMMKAFD_01009","",""
"group_2453","metG","Methionine--tRNA ligase","2","2","1","1","1046","199","17","","1886","1886","1886","","CCHHBCMG_00826","","NFMMKAFD_01011","",""
"group_2454","acnB","Aconitate hydratase B","2","2","1","1","1043","199","14","","2546","2546","2546","","CCHHBCMG_00829","","NFMMKAFD_01014","",""
"group_2455","","hypothetical protein","2","2","1","1","1042","199","13","","1238","1238","1238","","CCHHBCMG_00830","","NFMMKAFD_01015","",""
"group_2456","ydfG","NADP-dependent 3-hydroxy acid dehydrogenase YdfG","2","2","1","1","1041","199","12","","749","749","749","","CCHHBCMG_00831","","NFMMKAFD_01016","",""
"group_2457","","hypothetical protein","2","2","1","1","1040","199","11","","1733","1733","1733","","CCHHBCMG_00832","","NFMMKAFD_01017","",""
"group_2458","","hypothetical protein","2","2","1","1","1038","199","9","","416","416","416","","CCHHBCMG_00834","","NFMMKAFD_01019","",""
"group_2459","truA","tRNA pseudouridine synthase A","2","2","1","1","1035","199","6","","722","722","722","","CCHHBCMG_00837","","NFMMKAFD_01022","",""
"group_2460","","hypothetical protein","2","2","1","1","1034","199","5","","1025","1025","1025","","CCHHBCMG_00838","","NFMMKAFD_01023","",""
"group_2461","uppS","Isoprenyl transferase","2","2","1","1","1032","199","3","","668","668","668","","CCHHBCMG_00840","","NFMMKAFD_01025","",""
"group_2462","","hypothetical protein","2","2","1","1","1031","199","2","","617","617","617","","CCHHBCMG_00841","","NFMMKAFD_01026","",""
"group_2465","thrC","Threonine synthase","2","2","1","1","1013","23","6","","1412","1412","1412","","CCHHBCMG_00848","","NFMMKAFD_01034","",""
"group_2466","nadE","NH(3)-dependent NAD(+) synthetase","2","2","1","1","1011","23","4","","740","740","740","","CCHHBCMG_00850","","NFMMKAFD_01036","",""
"group_2467","","putative protein","2","2","1","1","1010","23","3","","596","596","596","","CCHHBCMG_00851","","NFMMKAFD_01037","",""
"group_2468","","hypothetical protein","2","2","1","1","1009","23","2","","305","305","305","","CCHHBCMG_00852","","NFMMKAFD_01038","",""
"group_2469","dapA","4-hydroxy-tetrahydrodipicolinate synthase","2","2","1","1","995","207","1","","896","896","896","","CCHHBCMG_00854","","NFMMKAFD_01040","",""
"group_2470","","putative zinc protease","2","2","1","1","994","207","2","","1250","1250","1250","","CCHHBCMG_00855","","NFMMKAFD_01041","",""
"group_2471","pyrD","Dihydroorotate dehydrogenase (quinone)","2","2","1","1","993","207","3","","1058","1058","1058","","CCHHBCMG_00856","","NFMMKAFD_01042","",""
"group_2472","msbA","Lipid A export ATP-binding/permease protein MsbA","2","2","1","1","992","207","4","","1742","1742","1742","","CCHHBCMG_00857","","NFMMKAFD_01043","",""
"group_2473","","hypothetical protein","2","2","1","1","989","207","7","","1859","1859","1859","","CCHHBCMG_00860","","NFMMKAFD_01046","",""
"group_2474","ruvA","Holliday junction ATP-dependent DNA helicase RuvA","2","2","1","1","988","207","20","","551","551","551","","CCHHBCMG_00861","","NFMMKAFD_01047","",""
"group_2475","","hypothetical protein","2","2","1","1","986","207","18","","215","215","215","","CCHHBCMG_00863","","NFMMKAFD_01049","",""
"group_2477","sasA_3","Adaptive-response sensory-kinase SasA","2","2","1","1","982","207","14","","1019","1019","1019","","CCHHBCMG_00867","","NFMMKAFD_01053","",""
"group_2478","","hypothetical protein","2","2","1","1","981","207","13","","878","878","878","","CCHHBCMG_00868","","NFMMKAFD_01054","",""
"group_2479","sufS","Cysteine desulfurase","2","2","1","1","980","207","12","","1268","1268","1268","","CCHHBCMG_00869","","NFMMKAFD_01055","",""
"group_2480","purU","Formyltetrahydrofolate deformylase","2","2","1","1","979","207","11","","824","824","824","","CCHHBCMG_00870","","NFMMKAFD_01056","",""
"group_2481","","hypothetical protein","2","2","1","1","977","207","9","","491","491","491","","CCHHBCMG_00872","","NFMMKAFD_01058","",""
"group_2482","","hypothetical protein","2","2","1","1","965","253","1","","173","173","173","","CCHHBCMG_00874","","NFMMKAFD_01060","",""
"group_2483","napD","Chaperone NapD","2","2","1","1","964","253","2","","338","338","338","","CCHHBCMG_00875","","NFMMKAFD_01061","",""
"group_2484","","hypothetical protein","2","2","1","1","963","253","3","","914","914","914","","CCHHBCMG_00876","","NFMMKAFD_01062","",""
"group_2485","napB","Periplasmic nitrate reductase, electron transfer subunit","2","2","1","1","962","253","4","","521","521","521","","CCHHBCMG_00877","","NFMMKAFD_01063","",""
"group_2486","napH","Ferredoxin-type protein NapH","2","2","1","1","961","253","5","","779","779","779","","CCHHBCMG_00878","","NFMMKAFD_01064","",""
